date&time,time,duration,source_ip,destination_ip,protocol,protocol_name,packet_len,dif_serv,flag,ip_vers,src_port,dst_port,data_len,seq,seq_raw,next_seq,ack,ack_raw,tcp_flags,flags_res,flags_ns,flags_cwr,flags_ecn,flags_urg,flags_ack,flags_push,flags_reset,flags_syn,flags_fin,flags_str,win_size,checksum,checksum_status,urgent_pointer,stream,proto_type,proto_size,hw_type,hw_size,hw_opcode,src_hw_mac,dst_hw_mac
2017-08-09 12:07:47.319626,0.0,0.00263214111328125,192.168.2.15,192.168.100.5,17,udp,209,0x00000000,0x00000040,4,51002,56518,175,,,,,,,,,,,,,,,,,,,0x000008e8,2,,2,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.320500,0.000874,0.0008738040924072266,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51002,56518,1480,,,,,,,,,,,,,,,,,,,0x0000332e,2,,2,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.320623,0.000997,0.00012302398681640625,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51002,56518,1480,,,,,,,,,,,,,,,,,,,0x000016e2,2,,2,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.320787,0.001161,0.000164031982421875,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51002,56518,1480,,,,,,,,,,,,,,,,,,,0x00009b0d,2,,2,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.320922,0.001296,0.00013494491577148438,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51002,56518,1480,,,,,,,,,,,,,,,,,,,0x000054e6,2,,2,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.321070,0.001444,0.0001480579376220703,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51002,56518,1480,,,,,,,,,,,,,,,,,,,0x000011f8,2,,2,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.321193,0.001567,0.00012302398681640625,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51002,56518,1480,,,,,,,,,,,,,,,,,,,0x000027cb,2,,2,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.321324,0.001698,0.00013113021850585938,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51002,56518,1480,,,,,,,,,,,,,,,,,,,0x0000d109,2,,2,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.321456,0.00183,0.00013184547424316406,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51002,56518,1480,,,,,,,,,,,,,,,,,,,0x0000a07a,2,,2,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.321604,0.001978,0.0001480579376220703,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51002,56518,1480,,,,,,,,,,,,,,,,,,,0x00006652,2,,2,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.321679,0.002053,7.510185241699219e-05,192.168.2.15,192.168.100.5,17,udp,850,0x00000000,0x00000040,4,51002,56518,816,,,,,,,,,,,,,,,,,,,0x0000d8e4,2,,2,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.322466,0.015429,0.0007867813110351562,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51000,56512,1480,,,,,,,,,,,,,,,,,,,0x0000a253,2,,1,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.322597,0.01556,0.00013113021850585938,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51000,56512,1480,,,,,,,,,,,,,,,,,,,0x00005c2c,2,,1,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.322815,0.015778,0.00021791458129882812,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51000,56512,1480,,,,,,,,,,,,,,,,,,,0x0000193e,2,,1,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.322939,0.015902,0.0001239776611328125,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51000,56512,1480,,,,,,,,,,,,,,,,,,,0x00002f11,2,,1,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.323076,0.016039,0.00013709068298339844,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51000,56512,1480,,,,,,,,,,,,,,,,,,,0x0000d84f,2,,1,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.323211,0.016174,0.00013494491577148438,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51000,56512,1480,,,,,,,,,,,,,,,,,,,0x0000a7c0,2,,1,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.323822,0.016785,0.0006110668182373047,192.168.2.15,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51000,56512,1480,,,,,,,,,,,,,,,,,,,0x00006d98,2,,1,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.323951,0.016914,0.0001289844512939453,192.168.2.15,192.168.100.5,17,udp,850,0x00000000,0x00000040,4,51000,56512,816,,,,,,,,,,,,,,,,,,,0x0000e02a,2,,1,,,,,,ac:9b:0a:fc:2a:73,ac:9b:0a:fc:2a:73
2017-08-09 12:07:47.338472,0.0,0.014520883560180664,192.168.2.13,192.168.100.5,17,udp,209,0x00000000,0x00000040,4,51002,51258,175,,,,,,,,,,,,,,,,,,,0x0000c1ab,2,,3,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.339472,0.0,0.0010001659393310547,192.168.2.13,192.168.100.5,17,udp,209,0x00000000,0x00000040,4,51006,23470,175,,,,,,,,,,,,,,,,,,,0x000099fb,2,,4,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.340216,0.000744,0.000743865966796875,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51006,23470,1480,,,,,,,,,,,,,,,,,,,0x00004860,2,,4,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.340365,0.000893,0.00014901161193847656,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51006,23470,1480,,,,,,,,,,,,,,,,,,,0x00001a3b,2,,4,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.340554,0.001082,0.00018906593322753906,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51006,23470,1480,,,,,,,,,,,,,,,,,,,0x00001bcd,2,,4,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.340681,0.001209,0.0001270771026611328,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51006,23470,1480,,,,,,,,,,,,,,,,,,,0x00000cf9,2,,4,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.340825,0.001353,0.00014400482177734375,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51006,23470,1480,,,,,,,,,,,,,,,,,,,0x0000b9e4,2,,4,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.340961,0.001489,0.00013589859008789062,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51006,23470,1480,,,,,,,,,,,,,,,,,,,0x0000ed5b,2,,4,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.341106,0.001634,0.00014495849609375,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51006,23470,1480,,,,,,,,,,,,,,,,,,,0x0000baa3,2,,4,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.341243,0.001771,0.00013709068298339844,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51006,23470,1480,,,,,,,,,,,,,,,,,,,0x0000c521,2,,4,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.341311,0.001839,6.794929504394531e-05,192.168.2.13,192.168.100.5,17,udp,507,0x00000000,0x00000040,4,51006,23470,473,,,,,,,,,,,,,,,,,,,0x00003106,2,,4,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.341819,0.0,0.0005080699920654297,192.168.2.13,192.168.100.5,17,udp,209,0x00000000,0x00000040,4,51008,20298,175,,,,,,,,,,,,,,,,,,,0x0000c167,2,,5,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.342606,0.000787,0.0007870197296142578,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51008,20298,1480,,,,,,,,,,,,,,,,,,,0x00006fcc,2,,5,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.342745,0.000926,0.00013899803161621094,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51008,20298,1480,,,,,,,,,,,,,,,,,,,0x000041a7,2,,5,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.342942,0.001123,0.00019693374633789062,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51008,20298,1480,,,,,,,,,,,,,,,,,,,0x00004339,2,,5,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.343079,0.00126,0.00013709068298339844,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51008,20298,1480,,,,,,,,,,,,,,,,,,,0x00003465,2,,5,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.343312,0.001493,0.00023293495178222656,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51008,20298,1480,,,,,,,,,,,,,,,,,,,0x0000e150,2,,5,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.343375,0.001556,6.29425048828125e-05,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51008,20298,1480,,,,,,,,,,,,,,,,,,,0x000014c8,2,,5,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.343528,0.001709,0.00015306472778320312,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51008,20298,1480,,,,,,,,,,,,,,,,,,,0x0000e20f,2,,5,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.343671,0.001852,0.0001430511474609375,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51008,20298,1480,,,,,,,,,,,,,,,,,,,0x0000ec8d,2,,5,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.343723,0.001904,5.1975250244140625e-05,192.168.2.13,192.168.100.5,17,udp,507,0x00000000,0x00000040,4,51008,20298,473,,,,,,,,,,,,,,,,,,,0x00005872,2,,5,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.344243,0.0,0.0005199909210205078,192.168.2.13,192.168.100.5,17,udp,209,0x00000000,0x00000040,4,51012,56516,175,,,,,,,,,,,,,,,,,,,0x00007519,2,,6,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.345015,0.000772,0.0007719993591308594,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51012,56516,1480,,,,,,,,,,,,,,,,,,,0x0000237e,2,,6,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.345139,0.000896,0.0001239776611328125,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51012,56516,1480,,,,,,,,,,,,,,,,,,,0x0000f558,2,,6,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.345346,0.001103,0.00020694732666015625,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51012,56516,1480,,,,,,,,,,,,,,,,,,,0x0000f6ea,2,,6,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.345470,0.001227,0.0001239776611328125,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51012,56516,1480,,,,,,,,,,,,,,,,,,,0x0000e816,2,,6,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.345675,0.001432,0.00020503997802734375,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51012,56516,1480,,,,,,,,,,,,,,,,,,,0x00009502,2,,6,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.345769,0.001526,9.393692016601562e-05,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51012,56516,1480,,,,,,,,,,,,,,,,,,,0x0000c879,2,,6,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.345899,0.001656,0.00013017654418945312,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51012,56516,1480,,,,,,,,,,,,,,,,,,,0x000095c1,2,,6,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.346053,0.00181,0.0001537799835205078,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51012,56516,1480,,,,,,,,,,,,,,,,,,,0x0000a03f,2,,6,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.346124,0.001881,7.104873657226562e-05,192.168.2.13,192.168.100.5,17,udp,507,0x00000000,0x00000040,4,51012,56516,473,,,,,,,,,,,,,,,,,,,0x00000c24,2,,6,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.346623,0.0,0.0004990100860595703,192.168.2.13,192.168.100.5,17,udp,209,0x00000000,0x00000040,4,51004,60286,175,,,,,,,,,,,,,,,,,,,0x0000062a,2,,7,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.347427,0.000804,0.0008039474487304688,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51004,60286,1480,,,,,,,,,,,,,,,,,,,0x0000b48e,2,,7,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.347550,0.000927,0.00012302398681640625,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51004,60286,1480,,,,,,,,,,,,,,,,,,,0x00008669,2,,7,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.347726,0.001103,0.0001761913299560547,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51004,60286,1480,,,,,,,,,,,,,,,,,,,0x000087fb,2,,7,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.347855,0.001232,0.0001289844512939453,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51004,60286,1480,,,,,,,,,,,,,,,,,,,0x00007927,2,,7,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.348036,0.001413,0.00018095970153808594,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51004,60286,1480,,,,,,,,,,,,,,,,,,,0x00002613,2,,7,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.348189,0.001566,0.00015306472778320312,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51004,60286,1480,,,,,,,,,,,,,,,,,,,0x0000598a,2,,7,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.348346,0.001723,0.00015687942504882812,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51004,60286,1480,,,,,,,,,,,,,,,,,,,0x000026d2,2,,7,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.348467,0.001844,0.00012111663818359375,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51004,60286,1480,,,,,,,,,,,,,,,,,,,0x00003150,2,,7,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.348568,0.001945,0.00010085105895996094,192.168.2.13,192.168.100.5,17,udp,507,0x00000000,0x00000040,4,51004,60286,473,,,,,,,,,,,,,,,,,,,0x00009d34,2,,7,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.349842,0.059922,0.00127410888671875,192.168.2.13,192.168.100.5,17,udp,209,0x00000000,0x00000040,4,51010,56514,175,,,,,,,,,,,,,,,,,,,0x0000d429,2,,0,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.350644,0.060724,0.0008020401000976562,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51010,56514,1480,,,,,,,,,,,,,,,,,,,0x0000828e,2,,0,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.350769,0.060849,0.00012493133544921875,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51010,56514,1480,,,,,,,,,,,,,,,,,,,0x00005469,2,,0,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.350970,0.06105,0.0002009868621826172,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51010,56514,1480,,,,,,,,,,,,,,,,,,,0x000055fb,2,,0,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
2017-08-09 12:07:47.351095,0.061175,0.00012493133544921875,192.168.2.13,192.168.100.5,17,udp,1514,0x00000000,0x00000040,4,51010,56514,1480,,,,,,,,,,,,,,,,,,,0x00004727,2,,0,,,,,,10:4f:a8:70:22:7e,10:4f:a8:70:22:7e
