time,duration,source_ip,destination_ip,protocol,packet_len,dif_serv,flag,ip_vers,src_port,dst_port,data_len,seq,seq_raw,next_seq,ack,ack_raw,flags_res,flags_ns,flags_cwr,flags_ecn,flags_urg,flags_ack,flags_push,flags_reset,flags_syn,flags_fin,win_size,checksum,checksum_status,urgent_pointer,proto_type,proto_size,hw_type,hw_size,hw_opcode,src_hw_mac,dst_hw_mac,label
0.001066,3.10E-06,0.752563599,0.752569438,0.023529412,0.008667124,0,64,0.666666667,0.006759747,0.93134966,0.007843137,3.18E-06,0.984840771,3.30E-06,2.33E-10,0.275646358,0,0,0,0,0,1,1,0,0,0,0.034546426,0.198672465,2,0,0,0,0,0,0,0,0,0
0.001067,9.54E-07,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.93134966,0.006759747,0,2.33E-10,0.275646358,2.33E-10,2.60E-06,0.984840194,0,0,0,0,0,1,0,0,0,0,0.25070573,0.086976425,2,0,0,0,0,0,0,0,0,0
0.001321,0.000253916,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.93134966,0.006759747,0,2.33E-10,0.275646358,2.33E-10,3.30E-06,0.984840891,0,0,0,0,0,1,0,0,0,0,0.25070573,0.041290913,2,0,0,0,0,0,0,0,0,0
0,0.002632141,0.752563599,0.752569438,0.066666667,0.003189136,0,64,0.666666667,0.778240635,0.8624094,0.002670329,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.03479057,2,0.5,0,0,0,0,0,0,0,0
0.000874,0.000873804,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778240635,0.8624094,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.199923705,2,0.5,0,0,0,0,0,0,0,0
0.000997,0.000123024,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778240635,0.8624094,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.08938735,2,0.5,0,0,0,0,0,0,0,0
0.001161,0.000164032,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778240635,0.8624094,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.605676356,2,0.5,0,0,0,0,0,0,0,0
0.001296,0.000134945,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778240635,0.8624094,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.331639582,2,0.5,0,0,0,0,0,0,0,0
0.001444,0.000148058,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778240635,0.8624094,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.070191501,2,0.5,0,0,0,0,0,0,0,0
0.001567,0.000123024,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778240635,0.8624094,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.155443656,2,0.5,0,0,0,0,0,0,0,0
0.001698,0.00013113,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778240635,0.8624094,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.816556039,2,0.5,0,0,0,0,0,0,0,0
0.00183,0.000131845,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778240635,0.8624094,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.626871138,2,0.5,0,0,0,0,0,0,0,0
0.001978,0.000148058,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778240635,0.8624094,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.39969482,2,0.5,0,0,0,0,0,0,0,0
0.002053,7.51E-05,0.752563599,0.752569438,0.066666667,0.012970169,0,64,0.666666667,0.778240635,0.8624094,0.012451362,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.847241932,2,0.5,0,0,0,0,0,0,0,0
0.015429,0.000786781,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.862317845,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.634088655,2,0.5,0,0,0,0,0,0,0,0
0.01556,0.00013113,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.862317845,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.360051881,2,0.5,0,0,0,0,0,0,0,0
0.015778,0.000217915,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.862317845,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.098603799,2,0.5,0,0,0,0,0,0,0,0
0.015902,0.000123978,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.862317845,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.183855955,2,0.5,0,0,0,0,0,0,0,0
0.016039,0.000137091,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.862317845,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.844968338,2,0.5,0,0,0,0,0,0,0,0
0.016174,0.000134945,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.862317845,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.655283436,2,0.5,0,0,0,0,0,0,0,0
0.016785,0.000611067,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.862317845,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.428107118,2,0.5,0,0,0,0,0,0,0,0
0.016914,0.000128984,0.752563599,0.752569438,0.066666667,0.012970169,0,64,0.666666667,0.778210117,0.862317845,0.012451362,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.875654231,2,0.5,0,0,0,0,0,0,0,0
0,0.014520884,0.752563599,0.752569438,0.066666667,0.003189136,0,64,0.666666667,0.778240635,0.782146944,0.002670329,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.756527047,2,0.5,0,0,0,0,0,0,0,0
0,0.001000166,0.752563599,0.752569438,0.066666667,0.003189136,0,64,0.666666667,0.778301671,0.358129244,0.002670329,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.601495384,2,0.5,0,0,0,0,0,0,0,0
0.000744,0.000743866,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778301671,0.358129244,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.282719158,2,0.5,0,0,0,0,0,0,0,0
0.000893,0.000149012,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778301671,0.358129244,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.102464332,2,0.5,0,0,0,0,0,0,0,0
0.001082,0.000189066,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778301671,0.358129244,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.108598459,2,0.5,0,0,0,0,0,0,0,0
0.001209,0.000127077,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778301671,0.358129244,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.050675212,2,0.5,0,0,0,0,0,0,0,0
0.001353,0.000144005,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778301671,0.358129244,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.726146334,2,0.5,0,0,0,0,0,0,0,0
0.001489,0.000135899,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778301671,0.358129244,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.927183948,2,0.5,0,0,0,0,0,0,0,0
0.001634,0.000144958,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778301671,0.358129244,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.729060807,2,0.5,0,0,0,0,0,0,0,0
0.001771,0.000137091,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778301671,0.358129244,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.77004654,2,0.5,0,0,0,0,0,0,0,0
0.001839,6.79E-05,0.752563599,0.752569438,0.066666667,0.007736324,0,64,0.666666667,0.778301671,0.358129244,0.007217517,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.191500725,2,0.5,0,0,0,0,0,0,0,0
0,0.00050807,0.752563599,0.752569438,0.066666667,0.003189136,0,64,0.666666667,0.778332189,0.309727626,0.002670329,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.755489433,2,0.5,0,0,0,0,0,0,0,0
0.000787,0.00078702,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778332189,0.309727626,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.436713207,2,0.5,0,0,0,0,0,0,0,0
0.000926,0.000138998,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778332189,0.309727626,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.256458381,2,0.5,0,0,0,0,0,0,0,0
0.001123,0.000196934,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778332189,0.309727626,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.262592508,2,0.5,0,0,0,0,0,0,0,0
0.00126,0.000137091,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778332189,0.309727626,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.204669261,2,0.5,0,0,0,0,0,0,0,0
0.001493,0.000232935,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778332189,0.309727626,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.880140383,2,0.5,0,0,0,0,0,0,0,0
0.001556,6.29E-05,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778332189,0.309727626,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.081177996,2,0.5,0,0,0,0,0,0,0,0
0.001709,0.000153065,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778332189,0.309727626,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.883054856,2,0.5,0,0,0,0,0,0,0,0
0.001852,0.000143051,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778332189,0.309727626,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.924040589,2,0.5,0,0,0,0,0,0,0,0
0.001904,5.20E-05,0.752563599,0.752569438,0.066666667,0.007736324,0,64,0.666666667,0.778332189,0.309727626,0.007217517,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.345494774,2,0.5,0,0,0,0,0,0,0,0
0,0.000519991,0.752563599,0.752569438,0.066666667,0.003189136,0,64,0.666666667,0.778393225,0.862378882,0.002670329,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.457419699,2,0.5,0,0,0,0,0,0,0,0
0.000772,0.000771999,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778393225,0.862378882,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.138643473,2,0.5,0,0,0,0,0,0,0,0
0.000896,0.000123978,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778393225,0.862378882,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.958388647,2,0.5,0,0,0,0,0,0,0,0
0.001103,0.000206947,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778393225,0.862378882,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.964522774,2,0.5,0,0,0,0,0,0,0,0
0.001227,0.000123978,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778393225,0.862378882,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.906599527,2,0.5,0,0,0,0,0,0,0,0
0.001432,0.00020504,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778393225,0.862378882,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.582070649,2,0.5,0,0,0,0,0,0,0,0
0.001526,9.39E-05,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778393225,0.862378882,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.783108263,2,0.5,0,0,0,0,0,0,0,0
0.001656,0.000130177,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778393225,0.862378882,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.584985122,2,0.5,0,0,0,0,0,0,0,0
0.00181,0.00015378,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778393225,0.862378882,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.625970855,2,0.5,0,0,0,0,0,0,0,0
0.001881,7.10E-05,0.752563599,0.752569438,0.066666667,0.007736324,0,64,0.666666667,0.778393225,0.862378882,0.007217517,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.04742504,2,0.5,0,0,0,0,0,0,0,0
0,0.00049901,0.752563599,0.752569438,0.066666667,0.003189136,0,64,0.666666667,0.778271153,0.919905394,0.002670329,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.024078737,2,0.5,0,0,0,0,0,0,0,0
0.000804,0.000803947,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778271153,0.919905394,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.70530251,2,0.5,0,0,0,0,0,0,0,0
0.000927,0.000123024,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778271153,0.919905394,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.525047684,2,0.5,0,0,0,0,0,0,0,0
0.001103,0.000176191,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778271153,0.919905394,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.531181811,2,0.5,0,0,0,0,0,0,0,0
0.001232,0.000128984,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778271153,0.919905394,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.473258564,2,0.5,0,0,0,0,0,0,0,0
0.001413,0.00018096,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778271153,0.919905394,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.148729686,2,0.5,0,0,0,0,0,0,0,0
0.001566,0.000153065,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778271153,0.919905394,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.3497673,2,0.5,0,0,0,0,0,0,0,0
0.001723,0.000156879,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778271153,0.919905394,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.15164416,2,0.5,0,0,0,0,0,0,0,0
0.001844,0.000121117,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778271153,0.919905394,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.192629892,2,0.5,0,0,0,0,0,0,0,0
0.001945,0.000100851,0.752563599,0.752569438,0.066666667,0.007736324,0,64,0.666666667,0.778271153,0.919905394,0.007217517,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.614084077,2,0.5,0,0,0,0,0,0,0,0
0.059922,0.001274109,0.752563599,0.752569438,0.066666667,0.003189136,0,64,0.666666667,0.778362707,0.862348363,0.002670329,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.828763256,2,0.5,0,0,0,0,0,0,0,0
0.060724,0.00080204,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778362707,0.862348363,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.50998703,2,0.5,0,0,0,0,0,0,0,0
0.060849,0.000124931,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778362707,0.862348363,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.329732204,2,0.5,0,0,0,0,0,0,0,0
0.06105,0.000200987,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778362707,0.862348363,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.335866331,2,0.5,0,0,0,0,0,0,0,0
0.061175,0.000124931,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778362707,0.862348363,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.277943084,2,0.5,0,0,0,0,0,0,0,0
0.062235,0.001060009,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778362707,0.862348363,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.953414206,2,0.5,0,0,0,0,0,0,0,0
0.01514,0.001456976,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778240635,0.782146944,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.43775082,2,0.5,0,0,0,0,0,0,0,0
0.01536,0.00022006,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778240635,0.782146944,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.257495995,2,0.5,0,0,0,0,0,0,0,0
0.015497,0.000137091,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778240635,0.782146944,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.263630121,2,0.5,0,0,0,0,0,0,0,0
