time,duration,source_ip,destination_ip,protocol,packet_len,dif_serv,flag,ip_vers,src_port,dst_port,data_len,seq,seq_raw,next_seq,ack,ack_raw,flags_res,flags_ns,flags_cwr,flags_ecn,flags_urg,flags_ack,flags_push,flags_reset,flags_syn,flags_fin,win_size,checksum,checksum_status,urgent_pointer,proto_type,proto_size,hw_type,hw_size,hw_opcode,src_hw_mac,dst_hw_mac,label
0.000619,6.70E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,1.73E-06,0.894561883,2.02E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.80358587,2,0,0,0,0,0,0,0,0,0
0.000645,2.60E-05,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,1.16E-06,0.894561306,0,0,0,0,0,1,0,0,0,0,0.25070573,0.820233463,2,0,0,0,0,0,0,0,0,0
0.00071,6.51E-05,0.752563599,0.752569438,0.023529412,0.01965362,0,64,0.666666667,0.006759747,0.768902113,0.018829633,2.02E-06,0.894562172,2.31E-06,2.33E-10,0.145598243,0,0,0,0,0,1,1,0,0,0,0.034546426,0.744853895,2,0,0,0,0,0,0,0,0,0
0.000876,0.000165939,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,2.02E-06,0.894562172,0,0,0,0,0,1,0,0,0,0,0.25070573,0.763469902,2,0,0,0,0,0,0,0,0,0
0.000875,0.000460148,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.985107195,2,0.5,0,0,0,0,0,0,0,0
0.000966,9.08E-05,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.772777905,2,0.5,0,0,0,0,0,0,0,0
0.001182,0.000216007,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.107194629,2,0.5,0,0,0,0,0,0,0,0
0.00128,9.80E-05,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.329137102,2,0.5,0,0,0,0,0,0,0,0
0.00147,0.00019002,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.003067063,2,0.5,0,0,0,0,0,0,0,0
0.001608,0.000138044,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.564049744,2,0.5,0,0,0,0,0,0,0,0
0.001749,0.000141144,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.669092851,2,0.5,0,0,0,0,0,0,0,0
0.001897,0.00014782,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.276096742,2,0.5,0,0,0,0,0,0,0,0
0.001996,9.89E-05,0.752563599,0.752569438,0.066666667,0.017761501,0,64,0.666666667,0.778210117,0.228305486,0.017242695,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.519798581,2,0.5,0,0,0,0,0,0,0,0
0.066857,0.064400196,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,2.31E-06,0.894562459,2.60E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.618204013,2,0,0,0,0,0,0,0,0,0
0.066947,8.99E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,2.60E-06,0.894562748,2.89E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.215777829,2,0,0,0,0,0,0,0,0,0
0.066556,7.01E-05,0.752563599,0.752569438,0.066666667,0.003189136,0,64,0.666666667,0.778210117,0.228305486,0.002670329,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.120683604,2,0.5,0,0,0,0,0,0,0,0
0.067151,0.000133991,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,2.89E-06,0.894563036,3.17E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.098649577,2,0,0,0,0,0,0,0,0,0
0.067171,2.00E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,3.17E-06,0.894563325,3.46E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.059739071,2,0,0,0,0,0,0,0,0,0
0.067182,1.10E-05,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,2.89E-06,0.894563036,0,0,0,0,0,1,0,0,0,0,0.25070573,0.706797894,2,0,0,0,0,0,0,0,0,0
0.067237,5.51E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,3.46E-06,0.894563614,3.75E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.489814603,2,0,0,0,0,0,0,0,0,0
0.067418,0.00018096,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,3.75E-06,0.894563903,4.04E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.535713741,2,0,0,0,0,0,0,0,0,0
0.067449,3.10E-05,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,3.46E-06,0.894563614,0,0,0,0,0,1,0,0,0,0,0.25070573,0.66895552,2,0,0,0,0,0,0,0,0,0
0.067544,9.49E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,4.04E-06,0.894564191,4.33E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.096696422,2,0,0,0,0,0,0,0,0,0
0.067637,9.30E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,4.33E-06,0.89456448,4.62E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.397360189,2,0,0,0,0,0,0,0,0,0
0.067732,9.51E-05,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,4.04E-06,0.894564191,0,0,0,0,0,1,0,0,0,0,0.25070573,0.631113146,2,0,0,0,0,0,0,0,0,0
0.067754,2.19E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,4.62E-06,0.894564769,4.91E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.428809033,2,0,0,0,0,0,0,0,0,0
0.067917,0.000163078,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,4.91E-06,0.894565057,5.20E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.88673228,2,0,0,0,0,0,0,0,0,0
0.06746,3.81E-06,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.81123064,2,0.5,0,0,0,0,0,0,0,0
0.067923,2.15E-06,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,5.20E-06,0.894565346,5.48E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.867307546,2,0,0,0,0,0,0,0,0,0
0.067555,9.30E-05,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.501686122,2,0.5,0,0,0,0,0,0,0,0
0.06802,4.05E-06,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,5.48E-06,0.894565635,5.77E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.458701457,2,0,0,0,0,0,0,0,0,0
0.068022,1.91E-06,0.752563599,0.752569438,0.023529412,0.006591897,0,64,0.666666667,0.006759747,0.768902113,0.00576791,5.77E-06,0.894565924,5.86E-06,2.33E-10,0.145598243,0,0,0,0,0,1,1,0,0,0,0.034546426,0.597375448,2,0,0,0,0,0,0,0,0,0
0.068048,2.60E-05,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,4.62E-06,0.894564769,0,0,0,0,0,1,0,0,0,0,0.25070573,0.593270771,2,0,0,0,0,0,0,0,0,0
0.067768,0.00018096,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.589776455,2,0.5,0,0,0,0,0,0,0,0
0.068251,2.22E-05,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,5.20E-06,0.894565346,0,0,0,0,0,1,0,0,0,0,0.25070573,0.555428397,2,0,0,0,0,0,0,0,0,0
0.067965,0.000174999,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.543450065,2,0.5,0,0,0,0,0,0,0,0
0.068105,0.000139952,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.022980087,2,0.5,0,0,0,0,0,0,0,0
0.068568,1.91E-06,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,5.86E-06,0.894566012,0,0,0,0,0,1,0,0,0,0,0.25070573,0.511818112,2,0,0,0,0,0,0,0,0,0
0.068267,0.000159979,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.791027695,2,0.5,0,0,0,0,0,0,0,0
0.068353,8.61E-05,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.873365377,2,0.5,0,0,0,0,0,0,0,0
0.068948,0.000595093,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.778591592,2,0.5,0,0,0,0,0,0,0,0
0.069004,5.58E-05,0.752563599,0.752569438,0.066666667,0.0149691,0,64,0.666666667,0.778210117,0.228305486,0.014450294,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.03556878,2,0.5,0,0,0,0,0,0,0,0
0.133206,0.063741207,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,5.86E-06,0.894566012,6.15E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.879591058,2,0,0,0,0,0,0,0,0,0
0.133291,8.49E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,6.15E-06,0.8945663,6.44E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.105104143,2,0,0,0,0,0,0,0,0,0
0.133341,5.01E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,6.44E-06,0.894566589,6.73E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.018463416,2,0,0,0,0,0,0,0,0,0
0.133459,0.000118017,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,6.73E-06,0.894566878,7.02E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.477149615,2,0,0,0,0,0,0,0,0,0
0.133546,8.70E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,7.02E-06,0.894567166,7.30E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.495963989,2,0,0,0,0,0,0,0,0,0
0.133588,4.20E-05,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,6.44E-06,0.894566589,0,0,0,0,0,1,0,0,0,0,0.25070573,0.473975738,2,0,0,0,0,0,0,0,0,0
0.133169,4.20E-05,0.752563599,0.752569438,0.066666667,0.003189136,0,64,0.666666667,0.778210117,0.228305486,0.002670329,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.005355917,2,0.5,0,0,0,0,0,0,0,0
0.13371,7.99E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,7.30E-06,0.894567455,7.59E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.952849622,2,0,0,0,0,0,0,0,0,0
0.13374,3.00E-05,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,7.02E-06,0.894567166,0,0,0,0,0,1,0,0,0,0,0.25070573,0.436133364,2,0,0,0,0,0,0,0,0,0
0.133779,3.91E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,7.59E-06,0.894567744,7.88E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.797070268,2,0,0,0,0,0,0,0,0,0
0.133952,0.000172853,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,7.88E-06,0.894568033,8.17E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.029312581,2,0,0,0,0,0,0,0,0,0
0.133987,3.50E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,8.17E-06,0.894568321,8.46E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.486854353,2,0,0,0,0,0,0,0,0,0
0.134058,7.10E-05,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,7.88E-06,0.894568033,0,0,0,0,0,1,0,0,0,0,0.25070573,0.379369802,2,0,0,0,0,0,0,0,0,0
0.13408,2.19E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,8.46E-06,0.89456861,8.75E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.472816052,2,0,0,0,0,0,0,0,0,0
0.134219,0.000138998,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,8.46E-06,0.89456861,0,0,0,0,0,1,0,0,0,0,0.25070573,0.341527428,2,0,0,0,0,0,0,0,0,0
0.134246,2.72E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,8.75E-06,0.894568899,9.04E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.743770504,2,0,0,0,0,0,0,0,0,0
0.134341,9.49E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,9.04E-06,0.894569187,9.33E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.361409934,2,0,0,0,0,0,0,0,0,0
0.134357,1.60E-05,0.752563599,0.752569438,0.023529412,0.005371176,0,64,0.666666667,0.006759747,0.768902113,0.004547189,9.33E-06,0.894569476,9.39E-06,2.33E-10,0.145598243,0,0,0,0,0,1,1,0,0,0,0.034546426,0.078660258,2,0,0,0,0,0,0,0,0,0
0.134004,0.000108004,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.190585183,2,0.5,0,0,0,0,0,0,0,0
0.134184,0.000180006,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.834882124,2,0.5,0,0,0,0,0,0,0,0
0.134651,5.96E-06,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,9.04E-06,0.894569187,0,0,0,0,0,1,0,0,0,0,0.25070573,0.303685054,2,0,0,0,0,0,0,0,0,0
0.134879,0.000228167,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,9.39E-06,0.894569545,0,0,0,0,0,1,0,0,0,0,0.25070573,0.280216678,2,0,0,0,0,0,0,0,0,0
0.13443,1.19E-05,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.817364767,2,0.5,0,0,0,0,0,0,0,0
0.134495,6.51E-05,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.108690013,2,0.5,0,0,0,0,0,0,0,0
0.134688,0.000192881,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.582284276,2,0.5,0,0,0,0,0,0,0,0
0.134803,0.000114918,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.178057527,2,0.5,0,0,0,0,0,0,0,0
0.134921,0.000118017,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.016311894,2,0.5,0,0,0,0,0,0,0,0
0.13511,0.000189066,0.752563599,0.752569438,0.066666667,0.023102159,0,64,0.666666667,0.778210117,0.228305486,0.022583352,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.928648814,2,0.5,0,0,0,0,0,0,0,0
0.135183,7.30E-05,0.752563599,0.752569438,0.066666667,0.0140383,0,64,0.666666667,0.778210117,0.228305486,0.013519493,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.371892882,2,0.5,0,0,0,0,0,0,0,0
0.196659,0.061015129,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,9.39E-06,0.894569545,9.68E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.224124514,2,0,0,0,0,0,0,0,0,0
0.196685,2.60E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,9.68E-06,0.894569834,9.97E-06,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.723979553,2,0,0,0,0,0,0,0,0,0
0.196858,0.000172853,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,9.97E-06,0.894570123,1.03E-05,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.444571603,2,0,0,0,0,0,0,0,0,0
0.197043,0.000185013,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,1.03E-05,0.894570412,1.05E-05,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.464515145,2,0,0,0,0,0,0,0,0,0
0.197063,2.00E-05,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,1.05E-05,0.8945707,1.08E-05,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.781536584,2,0,0,0,0,0,0,0,0,0
0.197066,3.10E-06,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,9.97E-06,0.894570123,0,0,0,0,0,1,0,0,0,0,0.25070573,0.242374304,2,0,0,0,0,0,0,0,0,0
0.197193,0.000126839,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,1.08E-05,0.894570989,1.11E-05,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.210833906,2,0,0,0,0,0,0,0,0,0
0.197298,0.000105143,0.752563599,0.752569438,0.023529412,0.019745174,0,64,0.666666667,0.006759747,0.768902113,0.018921187,1.11E-05,0.894571278,1.14E-05,2.33E-10,0.145598243,0,0,0,0,0,1,0,0,0,0,0.034546426,0.81435874,2,0,0,0,0,0,0,0,0,0
0.197316,1.79E-05,0.752563599,0.752569438,0.023529412,0.005737392,0,64,0.666666667,0.006759747,0.768902113,0.004913405,1.14E-05,0.894571566,1.15E-05,2.33E-10,0.145598243,0,0,0,0,0,1,1,0,0,0,0.034546426,0.83962768,2,0,0,0,0,0,0,0,0,0
0.197402,8.61E-05,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,1.08E-05,0.894570989,0,0,0,0,0,1,0,0,0,0,0.25070573,0.185610742,2,0,0,0,0,0,0,0,0,0
0.197598,0.00019598,0.752569438,0.752563599,0.023529412,0.000915541,0,64,0.666666667,0.768902113,0.006759747,0,2.33E-10,0.145598243,2.33E-10,1.15E-05,0.894571641,0,0,0,0,0,1,0,0,0,0,0.25070573,0.142854963,2,0,0,0,0,0,0,0,0,0
0.20049,0.003353119,0.752563599,0.752569438,0.066666667,0.003189136,0,64,0.666666667,0.778210117,0.228305486,0.002670329,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.999664302,2,0.5,0,0,0,0,0,0,0,0
